-0.0063;-0.012894021 ;-0.001667799 
-0.006295;-0.012944973 ;-0.0013451087 
-0.00629;-0.012911006 ;-0.0015828804 
-0.006285;-0.013046875 ;-0.0015828804 
-0.00628;-0.012673234 ;-0.0013620924 
-0.006275;-0.01252038 ;-0.0014639946 
-0.00627;-0.012775136 ;-0.00171875 
-0.006265;-0.012826087 ;-0.0014809782 
-0.00626;-0.012961957 ;-0.0015489131 
-0.006255;-0.01265625 ;-0.0015828804 
-0.00625;-0.012944973 ;-0.0014809782 
-0.006245;-0.012877038 ;-0.0016847826 
-0.00624;-0.012860054 ;-0.0019225543 
-0.006235;-0.012741168 ;-0.0016168478 
-0.00623;-0.01265625 ;-0.0014300272 
-0.006225;-0.012605299 ;-0.0016508152 
-0.00622;-0.012367527 ;-0.0017017663 
-0.006215;-0.012588316 ;-0.0014979619 
-0.00621;-0.012741168 ;-0.0017697011 
-0.006205;-0.012843071 ;-0.0016508152 
-0.0062;-0.012758153 ;-0.0015319294 
-0.006195;-0.012944973 ;-0.0017866847 
-0.00619;-0.012639266 ;-0.0016338315 
-0.006185;-0.012775136 ;-0.0015489131 
-0.00618;-0.012367527 ;-0.0016508152 
-0.006175;-0.012367527 ;-0.0017866847 
-0.00617;-0.012418478 ;-0.0015998641 
-0.006165;-0.012707201 ;-0.0015828804 
-0.00616;-0.012775136 ;-0.0014979619 
-0.006155;-0.012758153 ;-0.0014979619 
-0.00615;-0.01265625 ;-0.0016847826 
-0.006145;-0.012639266 ;-0.0018716033 
-0.00614;-0.012554348 ;-0.0015828804 
-0.006135;-0.012639266 ;-0.0016508152 
-0.00613;-0.012367527 ;-0.0017697011 
-0.006125;-0.012384511 ;-0.0015828804 
-0.00612;-0.012707201 ;-0.0014470109 
-0.006115;-0.012724184 ;-0.0017866847 
-0.00611;-0.012452446 ;-0.0018036684 
-0.006105;-0.012435462 ;-0.0014979619 
-0.0061;-0.012435462 ;-0.0015489131 
-0.006095;-0.01265625 ;-0.0014639946 
-0.00609;-0.012486413 ;-0.001379076 
-0.006085;-0.012690217 ;-0.0017017663 
-0.00608;-0.012384511 ;-0.0015828804 
-0.006075;-0.012180706 ;-0.0014639946 
-0.00607;-0.012299593 ;-0.0015998641 
-0.006065;-0.012486413 ;-0.0016168478 
-0.00606;-0.012503397 ;-0.0013960598 
-0.006055;-0.012384511 ;-0.0014300272 
-0.00605;-0.01265625 ;-0.0017357337 
-0.006045;-0.012707201 ;-0.0015828804 
-0.00604;-0.012401494 ;-0.0015828804 
-0.006035;-0.012486413 ;-0.0017017663 
-0.00603;-0.012367527 ;-0.0014979619 
-0.006025;-0.012401494 ;-0.0016168478 
-0.00602;-0.012418478 ;-0.0015828804 
-0.006015;-0.012384511 ;-0.0016338315 
-0.00601;-0.01246943 ;-0.0016338315 
-0.006005;-0.012673234 ;-0.0015489131 
-0.006;-0.012690217 ;-0.0016338315 
-0.005995;-0.012435462 ;-0.0014639946 
-0.00599;-0.012486413 ;-0.0014639946 
-0.005985;-0.01252038 ;-0.0014979619 
-0.00598;-0.012690217 ;-0.0014300272 
-0.005975;-0.012588316 ;-0.0015998641 
-0.00597;-0.012350543 ;-0.0017697011 
-0.005965;-0.01219769 ;-0.0013960598 
-0.00596;-0.012180706 ;-0.0014470109 
-0.005955;-0.012554348 ;-0.0014809782 
-0.00595;-0.01233356 ;-0.001379076 
-0.005945;-0.01233356 ;-0.0014300272 
-0.00594;-0.012248641 ;-0.00171875 
-0.005935;-0.012231657 ;-0.0015658968 
-0.00593;-0.012537364 ;-0.0016508152 
-0.005925;-0.012537364 ;-0.0016168478 
-0.00592;-0.012639266 ;-0.0012601903 
-0.005915;-0.012401494 ;-0.0011922554 
-0.00591;-0.012163723 ;-0.0013620924 
-0.005905;-0.012044837 ;-0.0012262228 
-0.0059;-0.012078804 ;-0.0010563859 
-0.005895;-0.01219769 ;-0.0012262228 
-0.00589;-0.012350543 ;-0.0013620924 
-0.005885;-0.012418478 ;-0.0010394022 
-0.00588;-0.01252038 ;-0.0012262228 
-0.005875;-0.012741168 ;-0.0014130435 
-0.00587;-0.012622283 ;-0.0012092391 
-0.005865;-0.012537364 ;-0.0014300272 
-0.00586;-0.012384511 ;-0.0015489131 
-0.005855;-0.01246943 ;-0.0012941576 
-0.00585;-0.012435462 ;-0.0014979619 
-0.005845;-0.012401494 ;-0.0015489131 
-0.00584;-0.012435462 ;-0.0014639946 
-0.005835;-0.012537364 ;-0.0014130435 
-0.00583;-0.012452446 ;-0.0015828804 
-0.005825;-0.012588316 ;-0.0014300272 
-0.00582;-0.012571331 ;-0.0013620924 
-0.005815;-0.012571331 ;-0.0015489131 
-0.00581;-0.012537364 ;-0.0013960598 
-0.005805;-0.012707201 ;-0.0013960598 
-0.0058;-0.012741168 ;-0.0015658968 
-0.005795;-0.012707201 ;-0.0016508152 
-0.00579;-0.012452446 ;-0.0013620924 
-0.005785;-0.012265625 ;-0.0014130435 
-0.00578;-0.012282609 ;-0.0014979619 
-0.005775;-0.012452446 ;-0.0012601903 
-0.00577;-0.012316576 ;-0.0014639946 
-0.005765;-0.012265625 ;-0.0015828804 
-0.00576;-0.012486413 ;-0.0011922554 
-0.005755;-0.012384511 ;-0.0015658968 
-0.00575;-0.012265625 ;-0.001667799 
-0.005745;-0.012044837 ;-0.0013451087 
-0.00574;-0.012690217 ;-0.0014470109 
-0.005735;-0.012605299 ;-0.0016508152 
-0.00573;-0.012486413 ;-0.0016338315 
-0.005725;-0.01233356 ;-0.0015149456 
-0.00572;-0.012282609 ;-0.0017017663 
-0.005715;-0.012401494 ;-0.0014979619 
-0.00571;-0.012231657 ;-0.0012941576 
-0.005705;-0.012418478 ;-0.0015489131 
-0.0057;-0.01265625 ;-0.0012941576 
-0.005695;-0.012248641 ;-0.0013111413 
-0.00569;-0.012180706 ;-0.0017527174 
-0.005685;-0.01246943 ;-0.00171875 
-0.00568;-0.01233356 ;-0.0014130435 
-0.005675;-0.012095788 ;-0.0016508152 
-0.00567;-0.01219769 ;-0.0015489131 
-0.005665;-0.012214674 ;-0.0012601903 
-0.00566;-0.012503397 ;-0.0013960598 
-0.005655;-0.012452446 ;-0.0014979619 
-0.00565;-0.012537364 ;-0.0012941576 
-0.005645;-0.012503397 ;-0.0014470109 
-0.00564;-0.012724184 ;-0.0015489131 
-0.005635;-0.012435462 ;-0.0014639946 
-0.00563;-0.012435462 ;-0.001328125 
-0.005625;-0.012707201 ;-0.0012092391 
-0.00562;-0.012605299 ;-0.0012941576 
-0.005615;-0.01265625 ;-0.0012771739 
-0.00561;-0.012927989 ;-0.0014470109 
-0.005605;-0.012163723 ;-0.0013620924 
-0.0056;-0.012571331 ;-0.0011752717 
-0.005595;-0.012537364 ;-0.0013620924 
-0.00559;-0.012316576 ;-0.001379076 
-0.005585;-0.012605299 ;-0.0012092391 
-0.00558;-0.012418478 ;-0.0012941576 
-0.005575;-0.012316576 ;-0.001328125 
-0.00557;-0.012673234 ;-0.0012262228 
-0.005565;-0.012639266 ;-0.0012941576 
-0.00556;-0.012435462 ;-0.0014300272 
-0.005555;-0.012367527 ;-0.0012941576 
-0.00555;-0.012673234 ;-0.0013960598 
-0.005545;-0.012401494 ;-0.0013620924 
-0.00554;-0.012571331 ;-0.0010903532 
-0.005535;-0.012911006 ;-0.0012432066 
-0.00553;-0.012809103 ;-0.0015489131 
-0.005525;-0.012894021 ;-0.0013451087 
-0.00552;-0.012673234 ;-0.0014470109 
-0.005515;-0.012435462 ;-0.0015998641 
-0.00551;-0.012503397 ;-0.0015828804 
-0.005505;-0.012707201 ;-0.0015149456 
-0.0055;-0.013080843 ;-0.0016168478 
-0.005495;-0.012724184 ;-0.0016508152 
-0.00549;-0.012571331 ;-0.0014639946 
-0.005485;-0.012350543 ;-0.0016847826 
-0.00548;-0.012231657 ;-0.0015828804 
-0.005475;-0.012282609 ;-0.0014470109 
-0.00547;-0.012384511 ;-0.0015828804 
-0.005465;-0.012639266 ;-0.0015998641 
-0.00546;-0.01246943 ;-0.0014639946 
-0.005455;-0.012401494 ;-0.0014979619 
-0.00545;-0.01265625 ;-0.0015319294 
-0.005445;-0.012435462 ;-0.0012941576 
-0.00544;-0.012418478 ;-0.0014470109 
-0.005435;-0.012503397 ;-0.0015319294 
-0.00543;-0.012367527 ;-0.0014130435 
-0.005425;-0.012537364 ;-0.0013451087 
-0.00542;-0.01246943 ;-0.0013960598 
-0.005415;-0.012622283 ;-0.0013620924 
-0.00541;-0.012571331 ;-0.0013451087 
-0.005405;-0.012554348 ;-0.0015319294 
-0.0054;-0.01233356 ;-0.0014809782 
-0.005395;-0.012350543 ;-0.0014639946 
-0.00539;-0.01233356 ;-0.0016168478 
-0.005385;-0.012265625 ;-0.0015319294 
-0.00538;-0.012452446 ;-0.0014470109 
-0.005375;-0.01252038 ;-0.0015489131 
-0.00537;-0.012231657 ;-0.0014979619 
-0.005365;-0.012214674 ;-0.0012771739 
-0.00536;-0.01233356 ;-0.0014300272 
-0.005355;-0.012299593 ;-0.0015149456 
-0.00535;-0.012180706 ;-0.0014639946 
-0.005345;-0.012418478 ;-0.0015828804 
-0.00534;-0.012367527 ;-0.0016847826 
-0.005335;-0.012163723 ;-0.0015149456 
-0.00533;-0.012384511 ;-0.0015658968 
-0.005325;-0.012163723 ;-0.00171875 
-0.00532;-0.012180706 ;-0.0014470109 
-0.005315;-0.012401494 ;-0.0013451087 
-0.00531;-0.012435462 ;-0.0014979619 
-0.005305;-0.012367527 ;-0.0014809782 
-0.0053;-0.01252038 ;-0.0013451087 
-0.005295;-0.012435462 ;-0.0015319294 
-0.00529;-0.012605299 ;-0.001379076 
-0.005285;-0.012503397 ;-0.001107337 
-0.00528;-0.012571331 ;-0.0013111413 
-0.005275;-0.01246943 ;-0.0012771739 
-0.00527;-0.012418478 ;-0.0012771739 
-0.005265;-0.012554348 ;-0.0012941576 
-0.00526;-0.012639266 ;-0.0012771739 
-0.005255;-0.012503397 ;-0.0011922554 
-0.00525;-0.012571331 ;-0.0013960598 
-0.005245;-0.01246943 ;-0.0013960598 
-0.00524;-0.012316576 ;-0.0013620924 
-0.005235;-0.012452446 ;-0.001328125 
-0.00523;-0.01246943 ;-0.001667799 
-0.005225;-0.012367527 ;-0.0013451087 
-0.00522;-0.012248641 ;-0.0014300272 
-0.005215;-0.012044837 ;-0.0014979619 
-0.00521;-0.012350543 ;-0.0015658968 
-0.005205;-0.012384511 ;-0.0015658968 
-0.0052;-0.012418478 ;-0.00171875 
-0.005195;-0.012214674 ;-0.0018376359 
-0.00519;-0.012214674 ;-0.0016168478 
-0.005185;-0.012690217 ;-0.0017357337 
-0.00518;-0.01246943 ;-0.0018716033 
-0.005175;-0.012299593 ;-0.0018206522 
-0.00517;-0.01246943 ;-0.0018036684 
-0.005165;-0.012452446 ;-0.0018036684 
-0.00516;-0.012112772 ;-0.001328125 
-0.005155;-0.01206182 ;-0.0014809782 
-0.00515;-0.01233356 ;-0.0015149456 
-0.005145;-0.012282609 ;-0.0013451087 
-0.00514;-0.01252038 ;-0.0012601903 
-0.005135;-0.012435462 ;-0.0015658968 
-0.00513;-0.012435462 ;-0.0014130435 
-0.005125;-0.012231657 ;-0.0015319294 
-0.00512;-0.012163723 ;-0.0016847826 
-0.005115;-0.012282609 ;-0.001379076 
-0.00511;-0.012418478 ;-0.0014130435 
-0.005105;-0.01252038 ;-0.0016338315 
-0.0051;-0.012418478 ;-0.0015489131 
-0.005095;-0.012350543 ;-0.0013451087 
-0.00509;-0.012452446 ;-0.0015658968 
-0.005085;-0.01246943 ;-0.0015149456 
-0.00508;-0.012554348 ;-0.0013960598 
-0.005075;-0.012231657 ;-0.0016168478 
-0.00507;-0.011993886 ;-0.0015149456 
-0.005065;-0.011688179 ;-0.0012262228 
-0.00506;-0.01206182 ;-0.0014130435 
-0.005055;-0.012231657 ;-0.0013620924 
-0.00505;-0.011976902 ;-0.00098845107 
-0.005045;-0.012214674 ;-0.0012262228 
-0.00504;-0.012367527 ;-0.0012601903 
-0.005035;-0.012299593 ;-0.0012092391 
-0.00503;-0.012350543 ;-0.001107337 
-0.005025;-0.012078804 ;-0.0012771739 
-0.00502;-0.012299593 ;-0.0013620924 
-0.005015;-0.012146739 ;-0.0012432066 
-0.00501;-0.012299593 ;-0.0014809782 
-0.005005;-0.012452446 ;-0.0014470109 
-0.005;-0.012418478 ;-0.0012601903 
-0.004995;-0.012299593 ;-0.0012092391 
-0.00499;-0.012605299 ;-0.0012432066 
-0.004985;-0.012639266 ;-0.0011752717 
-0.00498;-0.012673234 ;-0.0013451087 
-0.004975;-0.012401494 ;-0.0014470109 
-0.00497;-0.012503397 ;-0.0012941576 
-0.004965;-0.012299593 ;-0.0012432066 
-0.00496;-0.01252038 ;-0.001328125 
-0.004955;-0.012775136 ;-0.0010733695 
-0.00495;-0.01265625 ;-0.0011243207 
-0.004945;-0.012673234 ;-0.0012432066 
-0.00494;-0.012452446 ;-0.00093749998 
-0.004935;-0.012452446 ;-0.0010563859 
-0.00493;-0.012418478 ;-0.0012432066 
-0.004925;-0.01233356 ;-0.0010224185 
-0.00492;-0.012367527 ;-0.0010224185 
-0.004915;-0.012605299 ;-0.0010733695 
-0.00491;-0.012690217 ;-0.00092051632 
-0.004905;-0.012316576 ;-0.00073369563 
-0.0049;-0.012401494 ;-0.0010563859 
-0.004895;-0.012350543 ;-0.00097146741 
-0.00489;-0.01246943 ;-0.0011582881 
-0.004885;-0.012639266 ;-0.0013960598 
-0.00488;-0.012673234 ;-0.0014639946 
-0.004875;-0.012571331 ;-0.001328125 
-0.00487;-0.012452446 ;-0.001379076 
-0.004865;-0.012571331 ;-0.0013620924 
-0.00486;-0.012843071 ;-0.0012092391 
-0.004855;-0.012673234 ;-0.0012941576 
-0.00485;-0.012367527 ;-0.0013960598 
-0.004845;-0.012265625 ;-0.0010733695 
-0.00484;-0.012384511 ;-0.0012262228 
-0.004835;-0.012588316 ;-0.0014979619 
-0.00483;-0.012214674 ;-0.0012092391 
-0.004825;-0.012673234 ;-0.0012262228 
-0.00482;-0.01252038 ;-0.0011582881 
-0.004815;-0.01246943 ;-0.0011922554 
-0.00481;-0.012435462 ;-0.0010563859 
-0.004805;-0.012384511 ;-0.0013620924 
-0.0048;-0.012418478 ;-0.0012092391 
-0.004795;-0.012231657 ;-0.00097146741 
-0.00479;-0.012673234 ;-0.0012432066 
-0.004785;-0.012435462 ;-0.0012771739 
-0.00478;-0.012503397 ;-0.0012092391 
-0.004775;-0.012316576 ;-0.0012771739 
-0.00477;-0.012129756 ;-0.0012771739 
-0.004765;-0.012452446 ;-0.0011752717 
-0.00476;-0.012605299 ;-0.0013620924 
-0.004755;-0.012554348 ;-0.0015828804 
-0.00475;-0.012503397 ;-0.0014809782 
-0.004745;-0.012350543 ;-0.0015149456 
